name,symbol,isin,asset_class,instrument_type,provider,whitelist
ICICI Prudential Equity Arbitrage Fund - IDCW,104681,INF109K01EF0,MUTUAL_FUND,HYBRID,ICICI Pru AMC,FALSE
Invesco India Arbitrage Fund - Direct Plan - Annual Bonus,130787,INF205K01P68,MUTUAL_FUND,HYBRID,Invesco AMC,FALSE
Invesco India Arbitrage Fund - Direct Plan - Growth Option,120401,INF205K01KR8,MUTUAL_FUND,HYBRID,Invesco AMC,TRUE
Invesco India Arbitrage Fund - Direct Plan - IDCW (Payout / Reinvestment),120400,INF205K01KP2,MUTUAL_FUND,HYBRID,Invesco AMC,FALSE
Invesco India Arbitrage Fund - Regular Plan - Growth Option,105603,INF205K01122,MUTUAL_FUND,HYBRID,Invesco AMC,FALSE
Invesco India Arbitrage Fund - Regular Plan - IDCW (Payout / Reinvestment),105604,INF205K01148,MUTUAL_FUND,HYBRID,Invesco AMC,FALSE
ITI Arbitrage Fund - Direct Plan - Growth Option,147617,INF00XX01440,MUTUAL_FUND,HYBRID,ITI AMC,TRUE
ITI Arbitrage Fund - Direct Plan - IDCW Option,147615,INF00XX01457,MUTUAL_FUND,HYBRID,ITI AMC,FALSE
ITI Arbitrage Fund - Regular Plan - Growth Option,147618,INF00XX01416,MUTUAL_FUND,HYBRID,ITI AMC,FALSE
ITI Arbitrage Fund - Regular Plan - IDCW Option,147616,INF00XX01424,MUTUAL_FUND,HYBRID,ITI AMC,FALSE
JioBlackRock Arbitrage Fund - Direct Plan - Growth Option,154076,INF22M001101,MUTUAL_FUND,HYBRID,JioBlackRock AMC,TRUE
JM Arbitrage Fund (Direct) - Annual Bonus Option - Principal Units,133395,INF192K01GX4,MUTUAL_FUND,HYBRID,JM AMC,FALSE
JM Arbitrage Fund (Direct) - Annual IDCW,135173,INF192K01KY4,MUTUAL_FUND,HYBRID,JM AMC,FALSE
JM Arbitrage Fund (Direct) - Bonus Option - Principal Units,130604,INF192K01GL9,MUTUAL_FUND,HYBRID,JM AMC,FALSE
JM Arbitrage Fund (Direct) - Growth Option,120482,INF192K01BN6,MUTUAL_FUND,HYBRID,JM AMC,TRUE
JM Arbitrage Fund (Direct) - Half Yearly Bonus Option - Principal Units,133397,INF192K01ID2,MUTUAL_FUND,HYBRID,JM AMC,FALSE
JM Arbitrage Fund (Direct) - Half Yearly IDCW,135171,INF192K01KU2,MUTUAL_FUND,HYBRID,JM AMC,FALSE
JM Arbitrage Fund (Direct) - Monthly IDCW,135172,INF192K01KM9,MUTUAL_FUND,HYBRID,JM AMC,FALSE
JM Arbitrage Fund (Direct) - Quarterly Bonus Option - Principal Units,133398,INF192K01IH3,MUTUAL_FUND,HYBRID,JM AMC,FALSE
JM Arbitrage Fund (Direct) - Quarterly IDCW,135174,INF192K01KQ0,MUTUAL_FUND,HYBRID,JM AMC,FALSE
JM Arbitrage Fund (Direct)- IDCW,120481,INF192K01BL0,MUTUAL_FUND,HYBRID,JM AMC,FALSE
JM Arbitrage Fund (Regular) - Annual Bonus Option - Principal Units,133394,INF192K01GV8,MUTUAL_FUND,HYBRID,JM AMC,FALSE
JM Arbitrage Fund (Regular) - Annual IDCW,135167,INF192K01KW8,MUTUAL_FUND,HYBRID,JM AMC,FALSE
JM Arbitrage Fund (Regular) - Bonus Option - Principal Units,130603,INF192K01GJ3,MUTUAL_FUND,HYBRID,JM AMC,FALSE
JM Arbitrage Fund (Regular) - Growth Option,103780,INF192K01510,MUTUAL_FUND,HYBRID,JM AMC,FALSE
JM Arbitrage Fund (Regular) - Half Yearly Bonus Option - Principal Units,133399,INF192K01IB6,MUTUAL_FUND,HYBRID,JM AMC,FALSE
JM Arbitrage Fund (Regular) - Half Yearly IDCW,135170,INF192K01KS6,MUTUAL_FUND,HYBRID,JM AMC,FALSE
JM Arbitrage Fund (Regular) - IDCW,103781,INF192K01494,MUTUAL_FUND,HYBRID,JM AMC,FALSE
JM Arbitrage Fund (Regular) - Monthly IDCW,135168,INF192K01KK3,MUTUAL_FUND,HYBRID,JM AMC,FALSE
JM Arbitrage Fund (Regular) - Quarterly Bonus Option - Principal Units,133396,INF192K01IF7,MUTUAL_FUND,HYBRID,JM AMC,FALSE
JM Arbitrage Fund (Regular) - Quarterly IDCW,135169,INF192K01KO5,MUTUAL_FUND,HYBRID,JM AMC,FALSE
Kotak  Arbitrage Fund - Direct Plan - IDCW -Payout &  Reinvestment of Income Distribution cum capital withdrawal option,119770,INF174K01LE2,MUTUAL_FUND,HYBRID,Kotak AMC,FALSE
Kotak Arbitrage Fund - Direct Plan - Growth,119771,INF174K01LC6,MUTUAL_FUND,HYBRID,Kotak AMC,TRUE
Kotak Arbitrage Fund - Regular Plan - Growth,105968,INF174K01302,MUTUAL_FUND,HYBRID,Kotak AMC,FALSE
Kotak Arbitrage Fund - Regular Plan - IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option,105967,INF174K01328,MUTUAL_FUND,HYBRID,Kotak AMC,FALSE
LIC MF Arbitrage Fund-Direct Plan-Growth,145895,INF767K01PP0,MUTUAL_FUND,HYBRID,LIC AMC,TRUE
LIC MF Arbitrage Fund-Direct Plan-Monthly IDCW,145894,INF767K01PR6,MUTUAL_FUND,HYBRID,LIC AMC,FALSE
LIC MF Arbitrage Fund-Regular Plan-Growth,145890,INF767K01PL9,MUTUAL_FUND,HYBRID,LIC AMC,FALSE
LIC MF Arbitrage Fund-Regular Plan-Monthly IDCW,145892,INF767K01PN5,MUTUAL_FUND,HYBRID,LIC AMC,FALSE
Mahindra Manulife Arbitrage Fund - Direct Plan - IDCW,148470,INF174V01AC6,MUTUAL_FUND,HYBRID,Mahindra AMC,FALSE
Mahindra Manulife Arbitrage Fund - Direct Plan -Growth,148468,INF174V01AA0,MUTUAL_FUND,HYBRID,Mahindra AMC,TRUE
Mahindra Manulife Arbitrage Fund - Regular Plan - Growth,148467,INF174V01978,MUTUAL_FUND,HYBRID,Mahindra AMC,FALSE
Mahindra Manulife Arbitrage Fund - Regular Plan - IDCW,148469,INF174V01994,MUTUAL_FUND,HYBRID,Mahindra AMC,FALSE
Mirae Asset Arbitrage Fund Direct Growth,148401,INF769K01FS1,MUTUAL_FUND,HYBRID,Mirae Asset AMC,TRUE
Mirae Asset Arbitrage Fund Direct IDCW,148402,INF769K01FR3,MUTUAL_FUND,HYBRID,Mirae Asset AMC,FALSE
Mirae Asset Arbitrage Fund Regular Growth,148400,INF769K01FP7,MUTUAL_FUND,HYBRID,Mirae Asset AMC,FALSE
Mirae Asset Arbitrage Fund Regular IDCW,148403,INF769K01FO0,MUTUAL_FUND,HYBRID,Mirae Asset AMC,FALSE
Motilal Oswal Arbitrage Fund-Direct Plan-Growth,153187,INF247L01ED1,MUTUAL_FUND,HYBRID,Motilal Oswal AMC,TRUE
Motilal Oswal Arbitrage Fund-Direct Plan-IDCW,153185,INF247L01EE9,MUTUAL_FUND,HYBRID,Motilal Oswal AMC,FALSE
Motilal Oswal Arbitrage Fund-Regular Plan-Growth,153188,INF247L01EG4,MUTUAL_FUND,HYBRID,Motilal Oswal AMC,FALSE
Motilal Oswal Arbitrage Fund-Regular Plan-IDCW,153186,INF247L01EH2,MUTUAL_FUND,HYBRID,Motilal Oswal AMC,FALSE
NIPPON INDIA ARBITRAGE FUND - DIRECT Plan - IDCW Option,118587,INF204K01YA8,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
NIPPON INDIA ARBITRAGE FUND - DIRECT Plan - MONTHLY IDCW Option,128821,INF204KA1MV7,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
Nippon India Arbitrage Fund - Direct Plan Growth Plan - Growth Option,118585,INF204K01XZ7,MUTUAL_FUND,HYBRID,Nippon India AMC,TRUE
Nippon India Arbitrage Fund - Growth Plan - Growth Option,113345,INF204K01IY1,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
NIPPON INDIA ARBITRAGE FUND - IDCW Option,113346,INF204K01IZ8,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
NIPPON INDIA ARBITRAGE FUND - MONTHLY IDCW Option,128820,INF204KA1MT1,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
NJ Arbitrage Fund - Direct Plan - Growth Option,150367,INF0J8L01065,MUTUAL_FUND,HYBRID,NJ AMC,TRUE
NJ Arbitrage Fund - Regular Plan - Growth Option,150366,INF0J8L01057,MUTUAL_FUND,HYBRID,NJ AMC,FALSE
Old Bridge Arbitrage Fund - Direct - IDCW,153981,INF0S5R01075,MUTUAL_FUND,HYBRID,Old Bridge AMC,FALSE
Old Bridge Arbitrage Fund Direct Growth,153979,INF0S5R01125,MUTUAL_FUND,HYBRID,Old Bridge AMC,TRUE
Old Bridge Arbitrage Fund Regular Growth,153977,INF0S5R01091,MUTUAL_FUND,HYBRID,Old Bridge AMC,FALSE
Old Bridge Arbitrage Fund Regular IDCW,153980,INF0S5R01109,MUTUAL_FUND,HYBRID,Old Bridge AMC,FALSE
PGIM India Arbitrage Fund - Direct Plan - Annual Dividend,138880,INF223J012N9,MUTUAL_FUND,HYBRID,PGIM AMC,FALSE
PGIM India Arbitrage Fund - Direct Plan - Growth,138875,INF223J013N7,MUTUAL_FUND,HYBRID,PGIM AMC,TRUE
PGIM India Arbitrage Fund - Direct Plan - Half yearly Dividend Option,142424,INF663L01YU1,MUTUAL_FUND,HYBRID,PGIM AMC,FALSE
PGIM India Arbitrage Fund - Direct Plan - Monthly Dividend,138878,INF223J011N1,MUTUAL_FUND,HYBRID,PGIM AMC,FALSE
PGIM India Arbitrage Fund - Direct Plan - Quarterly Dividend,138879,INF223J010N3,MUTUAL_FUND,HYBRID,PGIM AMC,FALSE
PGIM India Arbitrage Fund - Direct Plan - Regular Dividend,138877,INF223J019M6,MUTUAL_FUND,HYBRID,PGIM AMC,FALSE
PGIM India Arbitrage Fund - Regular Plan - Annual Dividend,138885,INF223J012M1,MUTUAL_FUND,HYBRID,PGIM AMC,FALSE
PGIM India Arbitrage Fund - Regular Plan - Growth,138876,INF223J019N4,MUTUAL_FUND,HYBRID,PGIM AMC,FALSE
PGIM India Arbitrage Fund - Regular Plan - Monthly Dividend,138883,INF223J011M3,MUTUAL_FUND,HYBRID,PGIM AMC,FALSE
PGIM India Arbitrage Fund - Regular Plan - Quarterly Dividend,138884,INF223J010M5,MUTUAL_FUND,HYBRID,PGIM AMC,FALSE
PGIM India Arbitrage Fund - Regular Plan - Regular Dividend,138887,INF223J019L8,MUTUAL_FUND,HYBRID,PGIM AMC,FALSE
Parag Parikh Arbitrage Fund - Direct Plan Growth,152109,INF879O01225,MUTUAL_FUND,HYBRID,PPFAS AMC,TRUE
Parag Parikh Arbitrage Fund - Regular Plan Growth,152110,INF879O01217,MUTUAL_FUND,HYBRID,PPFAS AMC,FALSE
quant Arbitrage Fund - Growth Option - Direct Plan,153426,INF966L01DW8,MUTUAL_FUND,HYBRID,Quant AMC,TRUE
quant Arbitrage Fund - Growth Option - Regular Plan,153428,INF966L01DZ1,MUTUAL_FUND,HYBRID,Quant AMC,FALSE
quant Arbitrage Fund - IDCW Option - Direct Plan,153427,INF966L01DX6,MUTUAL_FUND,HYBRID,Quant AMC,FALSE
quant Arbitrage Fund - IDCW Option - Regular Plan,153429,INF966L01EA2,MUTUAL_FUND,HYBRID,Quant AMC,FALSE
Samco Arbitrage Fund - Direct Plan - Growth,153090,INF0K1H01214,MUTUAL_FUND,HYBRID,Samco AMC,TRUE
Samco Arbitrage Fund - Regular Plan - Growth,153091,INF0K1H01222,MUTUAL_FUND,HYBRID,Samco AMC,FALSE
SBI Arbitrage Opportunities Fund - Direct Plan - Gr,119574,INF200K01QU0,MUTUAL_FUND,HYBRID,ITI AMC,FALSE
SBI Arbitrage Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),119567,INF200K01QS4,MUTUAL_FUND,HYBRID,ITI AMC,FALSE
SBI Arbitrage Opportunities Fund - Regular Plan - Gr,104457,INF200K01156,MUTUAL_FUND,HYBRID,ITI AMC,FALSE
SBI Arbitrage Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),104458,INF200K01131,MUTUAL_FUND,HYBRID,ITI AMC,FALSE
Sundaram Arbitrage Fund (Formerly Know as Principal Arbitrage Fund) - Regular Plan - Growth,149552,INF173K01NB6,MUTUAL_FUND,HYBRID,Sundaram AMC,FALSE
Sundaram Arbitrage Fund (Formerly Known as Principal Arbitrage Fund)- Regular Plan - Monthly Income Distribution CUM Capital Withdrawal,149551,INF173K01MY0,MUTUAL_FUND,HYBRID,Sundaram AMC,FALSE
Sundaram Arbitrage Fund (Formerly Known as Prinicpal Arbitrage Fund) - Direct Plan - Growth,149550,INF173K01NF7,MUTUAL_FUND,HYBRID,Sundaram AMC,TRUE
Sundaram Arbitrage Fund( Formerly Known as Principal Arbitrage Fund) - Direct Plan- Monthly Income Distribution CUM Capital Withdrawal,149549,INF173K01NC4,MUTUAL_FUND,HYBRID,Sundaram AMC,FALSE
TATA Arbitrage Fund Direct Plan - Monthly Payout of Income Distribution cum capital withdrawal option,145727,INF277K018Q1,MUTUAL_FUND,HYBRID,UTI AMC,FALSE
TATA Arbitrage Fund Regular Plan - Monthly Payout of Income Distribution cum capital withdrawal option,145728,INF277K016Q5,MUTUAL_FUND,HYBRID,UTI AMC,FALSE
Tata Arbitrage Fund-Direct Plan-Growth,145724,INF277K017Q3,MUTUAL_FUND,HYBRID,Tata AMC,TRUE
Tata Arbitrage Fund-Regular Plan-Growth,145723,INF277K015Q7,MUTUAL_FUND,HYBRID,Tata AMC,FALSE
THE WEALTH COMPANY ARBITRAGE FUND DIRECT GROWTH,153891,INF2F0001271,MUTUAL_FUND,HYBRID,TWC AMC,TRUE
THE WEALTH COMPANY ARBITRAGE FUND DIRECT IDCW,153893,INF2F0001263,MUTUAL_FUND,HYBRID,TWC AMC,FALSE
THE WEALTH COMPANY ARBITRAGE FUND REGULAR GROWTH,153892,INF2F0001305,MUTUAL_FUND,HYBRID,TWC AMC,FALSE
THE WEALTH COMPANY ARITRAGE FUND REGULAR IDCW,153894,INF2F0001289,MUTUAL_FUND,HYBRID,TWC AMC,FALSE
TRUSTMF ARBITRAGE FUND -DIRECT PLAN-GROWTH,153804,INF0GCD01859,MUTUAL_FUND,HYBRID,TrustMF AMC,TRUE
TRUSTMF ARBITRAGE FUND -REGULAR PLAN-GROWTH,153805,INF0GCD01867,MUTUAL_FUND,HYBRID,TrustMF AMC,FALSE
Union Arbitrage Fund - Direct Plan - Growth Option,146297,INF582M01ES7,MUTUAL_FUND,HYBRID,Union AMC,TRUE
Union Arbitrage Fund - Direct Plan - IDCW Option,146296,INF582M01EU3,MUTUAL_FUND,HYBRID,Union AMC,FALSE
Union Arbitrage Fund - Regular Plan - Growth Option,146294,INF582M01EW9,MUTUAL_FUND,HYBRID,Union AMC,FALSE
Union Arbitrage Fund - Regular Plan - IDCW Option,146295,INF582M01EY5,MUTUAL_FUND,HYBRID,Union AMC,FALSE
UTI Arbitrage Fund - Direct Plan - Growth Option,120795,INF789FB1RG6,MUTUAL_FUND,HYBRID,UTI AMC,TRUE
UTI Arbitrage Fund - Direct Plan - IDCW,120796,INF789FB1RE1,MUTUAL_FUND,HYBRID,UTI AMC,FALSE
UTI Arbitrage Fund - Regular Plan - Growth Option,104075,INF789FB1RJ0,MUTUAL_FUND,HYBRID,UTI AMC,FALSE
UTI Arbitrage Fund - Regular Plan - IDCW,104074,INF789FB1RH4,MUTUAL_FUND,HYBRID,UTI AMC,FALSE
WhiteOak Capital Arbitrage Fund Direct Plan Growth,152849,INF03VN01910,MUTUAL_FUND,HYBRID,WhiteOak AMC,TRUE
WhiteOak Capital Arbitrage Fund Regular Plan Growth,152850,INF03VN01928,MUTUAL_FUND,HYBRID,WhiteOak AMC,FALSE
360 ONE Balanced Hybrid Fund - Direct Plan - IDCW,152073,INF579M01AZ6,MUTUAL_FUND,HYBRID,360ONE AMC,FALSE
360 ONE Balanced Hybrid Fund - Regular Plan - Growth,152075,INF579M01AV5,MUTUAL_FUND,HYBRID,360ONE AMC,FALSE
360 ONE Balanced Hybrid Fund- Direct Plan - Growth,152076,INF579M01AY9,MUTUAL_FUND,HYBRID,360ONE AMC,TRUE
360 ONE Balanced Hyrbrid fund - Regular Plan - IDCW,152074,INF579M01AW3,MUTUAL_FUND,HYBRID,360ONE AMC,FALSE
WhiteOak Capital Balanced Hybrid Fund Direct Plan Growth,152132,INF03VN01829,MUTUAL_FUND,HYBRID,WhiteOak AMC,TRUE
WhiteOak Capital Balanced Hybrid Fund Regular Plan Growth,152133,INF03VN01811,MUTUAL_FUND,HYBRID,WhiteOak AMC,FALSE
Aditya Birla Sun Life Regular Savings Fund - DIRECT - MONTHLY IDCW,120550,INF209K01R47,MUTUAL_FUND,HYBRID,ABSL AMC,FALSE
Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Direct Plan,120705,INF209K01XH4,MUTUAL_FUND,HYBRID,ABSL AMC,TRUE
Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Regular Plan,101818,INF209K01751,MUTUAL_FUND,HYBRID,ABSL AMC,FALSE
Aditya Birla Sun Life Regular Savings Fund - REGULAR - MONTHLY IDCW,101816,INF209K01769,MUTUAL_FUND,HYBRID,ABSL AMC,FALSE
Axis Conservative Hybrid Fund - Direct Plan - Annual IDCW,120477,INF846K01DY0,MUTUAL_FUND,HYBRID,Axis AMC,FALSE
Axis Conservative Hybrid Fund - Direct Plan - Growth Option,120480,INF846K01EA8,MUTUAL_FUND,HYBRID,Axis AMC,TRUE
Axis Conservative Hybrid Fund - Direct Plan - Half Yearly,120478,INF846K01EB6,MUTUAL_FUND,HYBRID,Axis AMC,FALSE
Axis Conservative Hybrid Fund - Direct Plan - Quarterly,120479,INF846K01ED2,MUTUAL_FUND,HYBRID,Axis AMC,FALSE
Axis Conservative Hybrid Fund - Regular Plan - Annual IDCW,112927,INF846K01743,MUTUAL_FUND,HYBRID,Axis AMC,FALSE
Axis Conservative Hybrid Fund - Regular Plan - Growth Option,112924,INF846K01693,MUTUAL_FUND,HYBRID,Axis AMC,FALSE
Axis Conservative Hybrid Fund - Regular Plan - Half Yearly IDCW,112926,INF846K01727,MUTUAL_FUND,HYBRID,Axis AMC,FALSE
Axis Conservative Hybrid Fund - Regular Plan - Quarterly IDCW,112925,INF846K01701,MUTUAL_FUND,HYBRID,Axis AMC,FALSE
BANDHAN Conservative Hybrid Fund - Regular Plan - Growth,112353,INF194K01RW9,MUTUAL_FUND,HYBRID,Bandhan AMC,FALSE
BANDHAN Conservative Hybrid Fund - Regular Plan - IDCW,112352,INF194K01RY5,MUTUAL_FUND,HYBRID,Bandhan AMC,FALSE
BANDHAN Conservative Hybrid Fund - Regular Plan - Quarterly IDCW,113361,INF194K01SB1,MUTUAL_FUND,HYBRID,Bandhan AMC,FALSE
BANDHAN Conservative Hybrid Fund-Direct Plan-Growth,118491,INF194K015B9,MUTUAL_FUND,HYBRID,Bandhan AMC,TRUE
BANDHAN Conservative Hybrid Fund-Direct Plan-IDCW,118490,INF194K017B5,MUTUAL_FUND,HYBRID,Bandhan AMC,FALSE
BANDHAN Conservative Hybrid Fund-Direct Plan-Quarterly IDCW,118492,INF194K010C8,MUTUAL_FUND,HYBRID,Bandhan AMC,FALSE
BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Growth Option,150206,INF251K01HR8,MUTUAL_FUND,HYBRID,Baroda AMC,TRUE
BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Monthly IDCW Option,150207,INF251K01HS6,MUTUAL_FUND,HYBRID,Baroda AMC,FALSE
BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Quarterly IDCW Option,150208,INF251K01HU2,MUTUAL_FUND,HYBRID,Baroda AMC,FALSE
BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Growth Option,150203,INF251K01845,MUTUAL_FUND,HYBRID,Baroda AMC,FALSE
BARODA BNP PARIBAS Conservative hybrid Fund-Regular Plan-Monthly IDCW Option,150204,INF251K01852,MUTUAL_FUND,HYBRID,Baroda AMC,FALSE
BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Quarterly IDCW Option,150205,INF251K01878,MUTUAL_FUND,HYBRID,Baroda AMC,FALSE
CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - GROWTH OPTION,118309,INF760K01GB4,MUTUAL_FUND,HYBRID,Canara AMC,TRUE
CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),118311,INF760K01FZ5,MUTUAL_FUND,HYBRID,Canara AMC,FALSE
CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment),118310,INF760K01GC2,MUTUAL_FUND,HYBRID,Canara AMC,FALSE
CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - GROWTH OPTION,100601,INF760K01282,MUTUAL_FUND,HYBRID,Canara AMC,FALSE
CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),100600,INF760K01308,MUTUAL_FUND,HYBRID,Canara AMC,FALSE
CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment),112378,INF760K01AP7,MUTUAL_FUND,HYBRID,Canara AMC,FALSE
DSP Regular Savings Fund - Direct Plan - Growth,118994,INF740K01NO5,MUTUAL_FUND,HYBRID,DSP AMC,TRUE
DSP Regular Savings Fund - Direct Plan - IDCW - Monthly,118992,INF740K01NP2,MUTUAL_FUND,HYBRID,DSP AMC,FALSE
DSP Regular Savings Fund - Direct Plan - IDCW - Quarterly,118993,INF740K01NQ0,MUTUAL_FUND,HYBRID,DSP AMC,FALSE
DSP Regular Savings Fund - Regular Plan - IDCW - Monthly,102450,INF740K01458,MUTUAL_FUND,HYBRID,DSP AMC,FALSE
DSP Regular Savings Fund - Regular Plan - IDCW - Quarterly,102451,INF740K01474,MUTUAL_FUND,HYBRID,DSP AMC,FALSE
DSP Regular Savings Fund- Regular Plan - Growth,102448,INF740K01441,MUTUAL_FUND,HYBRID,DSP AMC,FALSE
Franklin India Conservative Hybrid Fund - Direct - GROWTH,118574,INF090I01GF1,MUTUAL_FUND,HYBRID,Franklin AMC,TRUE
Franklin India Conservative Hybrid Fund - Growth,100948,INF090I01EA7,MUTUAL_FUND,HYBRID,Franklin AMC,FALSE
Franklin India Conservative Hybrid Fund - Plan A - Direct - Monthly - IDCW,118575,INF090I01GG9,MUTUAL_FUND,HYBRID,Franklin AMC,FALSE
Franklin India Conservative Hybrid Fund - Plan A - Direct - Quarterly - IDCW,118576,INF090I01GI5,MUTUAL_FUND,HYBRID,Franklin AMC,FALSE
Franklin India Conservative Hybrid Fund - Plan A - Monthly - IDCW,100949,INF090I01EB5,MUTUAL_FUND,HYBRID,Franklin AMC,FALSE
Franklin India Conservative Hybrid Fund - Plan A - Quarterly - IDCW,100950,INF090I01ED1,MUTUAL_FUND,HYBRID,Franklin AMC,FALSE
Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank ltd CO 05Mar20) - Direct Growth Plan,148302,INF090I01WH4,MUTUAL_FUND,HYBRID,Franklin AMC,TRUE
Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Direct Quarterly Dividend Plan,148298,INF090I01WI2,MUTUAL_FUND,HYBRID,Franklin AMC,FALSE
Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes bank Ltd CO 05Mar20) - Growth Plan,148297,INF090I01WE1,MUTUAL_FUND,HYBRID,Franklin AMC,FALSE
Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Monthly Dividend Plan,148299,INF090I01WG6,MUTUAL_FUND,HYBRID,Franklin AMC,FALSE
Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Quarterly Dividend Plan,148300,INF090I01WF8,MUTUAL_FUND,HYBRID,Franklin AMC,FALSE
Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO05Mar20) - Direct Monthly Dividend Plan,148301,INF090I01WJ0,MUTUAL_FUND,HYBRID,Franklin AMC,FALSE
HDFC Hybrid Debt Fund - Growth Option - Direct Plan,119118,INF179K01XE6,MUTUAL_FUND,HYBRID,HDFC AMC,TRUE
HDFC Hybrid Debt Fund - Growth Plan,102147,INF179K01AE4,MUTUAL_FUND,HYBRID,HDFC AMC,FALSE
HDFC Hybrid Debt Fund - IDCW Monthly,102148,INF179K01AA2,MUTUAL_FUND,HYBRID,HDFC AMC,FALSE
HDFC Hybrid Debt Fund - IDCW Monthly - Direct Plan,119119,INF179K01XF3,MUTUAL_FUND,HYBRID,HDFC AMC,FALSE
HDFC Hybrid Debt Fund - IDCW Quarterly,102149,INF179K01AC8,MUTUAL_FUND,HYBRID,HDFC AMC,FALSE
HDFC Hybrid Debt Fund - IDCW Quarterly - Direct Plan,119120,INF179K01XH9,MUTUAL_FUND,HYBRID,HDFC AMC,FALSE
HSBC Conservative Hybrid Fund - Direct Growth,120073,INF336L01DW4,MUTUAL_FUND,HYBRID,HSBC AMC,TRUE
HSBC Conservative Hybrid Fund - Direct Monthly IDCW,120074,INF336L01DX2,MUTUAL_FUND,HYBRID,HSBC AMC,FALSE
HSBC Conservative Hybrid Fund - Direct Quarterly IDCW,120075,INF336L01DZ7,MUTUAL_FUND,HYBRID,HSBC AMC,FALSE
HSBC Conservative Hybrid Fund - Regular Growth,102262,INF336L01099,MUTUAL_FUND,HYBRID,HSBC AMC,FALSE
HSBC Conservative Hybrid Fund - Regular Monthly IDCW,102260,INF336L01107,MUTUAL_FUND,HYBRID,HSBC AMC,FALSE
HSBC Conservative Hybrid Fund - Regular Quarterly IDCW,102261,INF336L01123,MUTUAL_FUND,HYBRID,HSBC AMC,FALSE
ICICI Prudential Regular Savings Fund - Direct Plan - Bonus,123183,INF109KA1301,MUTUAL_FUND,HYBRID,ICICI Pru AMC,FALSE
ICICI Prudential Regular Savings Fund - Direct Plan - Growth,120616,INF109K01S39,MUTUAL_FUND,HYBRID,ICICI Pru AMC,TRUE
ICICI Prudential Regular Savings Fund - Direct Plan - Half Yearly IDCW,120613,INF109K01S47,MUTUAL_FUND,HYBRID,ICICI Pru AMC,FALSE
ICICI Prudential Regular Savings Fund - Direct Plan - Monthly IDCW,120615,INF109K01S62,MUTUAL_FUND,HYBRID,ICICI Pru AMC,FALSE
ICICI Prudential Regular Savings Fund - Direct Plan - Quarterly IDCW,120614,INF109K01S88,MUTUAL_FUND,HYBRID,ICICI Pru AMC,FALSE
ICICI Prudential Regular Savings Fund - Plan - Bonus,128110,INF109KA1319,MUTUAL_FUND,HYBRID,ICICI Pru AMC,FALSE
ICICI Prudential Regular Savings Fund - Plan - Growth,102330,INF109K01902,MUTUAL_FUND,HYBRID,ICICI Pru AMC,FALSE
ICICI Prudential Regular Savings Fund - Plan - Half Yearly IDCW,113098,INF109K01IW6,MUTUAL_FUND,HYBRID,ICICI Pru AMC,FALSE
ICICI Prudential Regular Savings Fund - Plan - Monthly IDCW,102331,INF109K01ER5,MUTUAL_FUND,HYBRID,ICICI Pru AMC,FALSE
ICICI Prudential Regular Savings Fund - Plan - Quarterly IDCW,113097,INF109K01IX4,MUTUAL_FUND,HYBRID,ICICI Pru AMC,FALSE
Kotak Debt Hybrid - Growth,114859,INF174K01393,MUTUAL_FUND,HYBRID,Kotak AMC,FALSE
